,0,1
0,34.72370766488422,556.3065953654188
1,31.985739750445717,383.13012477718365
2,53.20499108734408,283.19429590017836
3,26.509803921568697,272.9269162210339
4,42.93761140819975,190.10338680926918
5,12.819964349376225,193.52584670231732
6,100.4349376114083,279.08734402852053
7,182.57397504456335,374.2317290552585
8,193.52584670231732,354.3814616755794
9,185.99643493761144,550.1461675579324
10,116.17825311942964,584.3707664884136
11,296.8841354723709,543.9857397504456
12,280.45632798573985,418.72370766488416
13,357.1194295900179,491.9643493761141
14,351.64349376114086,364.64884135472374
15,340.6916221033868,338.638146167558
16,318.78787878787887,343.4295900178253
17,341.37611408199655,306.4670231729056
18,455.00178253119435,400.2424242424243
19,484.4349376114083,437.88948306595364
20,465.9536541889484,476.90552584670235
21,588.4777183600713,393.39750445632797
22,630.2317290552585,395.4509803921568
23,667.8787878787879,420.77718360071316
24,682.9376114081997,461.162210338681
25,816.4135472370767,488.54188948306603
26,749.3333333333334,368.75579322638146
27,673.3547237076649,372.17825311942966
28,778.7664884135472,342.0606060606061
29,833.5258467023173,381.7611408199644
30,955.3654188948307,371.49376114081997
31,828.0499108734404,326.3172905525847
32,874.5953654188949,305.09803921568624
33,926.6167557932264,287.98573975044565
34,893.0766488413547,266.7664884135473
35,869.8039215686274,227.75044563279857
36,594.6381461675579,249.65418894830665
37,526.1889483065954,235.96434937611411
38,490.5953654188949,238.70231729055263
39,428.30659536541896,237.33333333333334
40,359.8573975044563,238.70231729055263
41,351.64349376114086,226.38146167557937
42,356.4349376114083,210.63814616755795
43,362.5953654188949,190.7878787878788
44,395.45098039215685,196.9483065953655
45,479.64349376114086,209.2691622103387
46,499.4937611408201,199.00178253119435
47,514.5525846702318,211.3226381461676
48,556.306595365419,201.73975044563286
49,596.6916221033867,184.6274509803922
50,568.6274509803922,181.20499108734407
51,561.782531194296,173.67557932263819
52,411.19429590017836,187.36541889483073
53,474.8520499108734,198.3172905525847
54,617.2263814616756,149.71836007130133
55,587.1087344028521,152.45632798573976
56,574.7878787878789,149.03386809269168
57,569.9964349376114,136.7130124777184
58,563.1515151515151,127.81461675579325
59,598.7450980392157,134.65953654188954
60,637.0766488413548,127.81461675579325
61,663.0873440285204,120.28520499108737
62,655.5579322638146,137.397504456328
63,666.5098039215686,156.56327985739756
64,701.4188948306596,159.98573975044565
65,700.0499108734404,132.60606060606062
66,745.2263814616756,162.72370766488416
67,734.9590017825312,162.0392156862746
68,739.065953654189,205.16221033868095
69,770.5525846702317,177.78253119429593
70,787.6648841354724,171.62210338680933
71,779.4509803921569,153.82531194295905
72,803.4081996434938,140.81996434937614
73,819.1515151515151,137.397504456328
74,794.5098039215686,183.25846702317293
75,805.4616755793227,190.10338680926918
76,823.2584670231729,194.21033868092698
77,914.2959001782532,242.1247771836008
78,921.825311942959,221.590017825312
79,966.3172905525847,221.590017825312
80,980.0071301247771,193.52584670231732
81,975.2156862745098,168.19964349376116
82,958.7878787878788,118.91622103386806
83,906.0819964349375,117.54723707664893
84,862.9590017825311,178.46702317290556
85,845.8467023172905,116.8627450980392
86,816.4135472370767,117.54723707664893
87,381.7611408199644,149.71836007130133
88,398.873440285205,140.81996434937614
89,400.9269162210339,131.2370766488414
90,422.14616755793236,134.65953654188954
91,448.156862745098,134.65953654188954
92,465.26916221033866,138.08199643493765
93,492.64884135472374,149.03386809269168
94,497.440285204991,140.81996434937614
95,532.349376114082,136.7130124777184
96,487.1729055258467,121.65418894830665
97,463.9001782531195,116.8627450980392
98,500.349376114082,78.01782531194301
99,511.64349376114086,78.01782531194301
100,506.16755793226383,65.35472370766493
101,510.95900178253123,64.3279857397505
102,487.34402852049914,71.85739750445639
103,464.75579322638146,109.16221033868098
104,384.6702317290553,107.45098039215692
105,461.33333333333337,123.87878787878792
106,480.4991087344029,102.65953654188951
107,489.0552584670232,115.66488413547242
108,533.5472370766488,65.35472370766493
109,533.8894830659536,76.99108734402859
110,557.5044563279857,67.40819964349383
111,571.878787878788,72.1996434937612
112,596.1782531194295,70.48841354723713
113,611.921568627451,72.541889483066
114,633.8253119429589,72.541889483066
115,641.6969696969697,65.35472370766493
116,660.8627450980392,65.35472370766493
117,670.1033868092693,77.67557932263819
118,679.6862745098039,75.62210338680933
119,680.3707664884134,64.3279857397505
120,688.9269162210337,64.67023172905533
121,691.6648841354723,70.48841354723713
122,703.301247771836,72.1996434937612
123,710.8306595365418,67.40819964349383
124,709.8039215686274,63.301247771836074
125,723.1515151515151,67.40819964349383
126,733.7611408199643,75.2798573975045
127,727.9429590017826,78.70231729055267
128,739.2370766488414,64.67023172905533
129,770.3814616755793,66.38146167557936
130,779.2798573975044,71.85739750445639
131,792.6274509803922,68.77718360071306
132,846.3600713012477,92.39215686274514
133,866.8948306595366,96.84135472370772
134,839.5151515151516,63.301247771836074
135,863.4723707664884,58.50980392156862
136,902.1461675579322,64.3279857397505
137,939.7932263814616,109.16221033868098
138,995.9215686274509,139.27985739750451
139,973.6755793226381,74.5953654188949
140,955.8787878787878,69.11942959001787
141,946.9803921568628,70.48841354723713
142,943.9001782531194,59.53654188948305
143,975.3868092691621,61.24777183600714
144,993.1836007130124,58.50980392156862
145,846.6167557932264,52.09269162210339
146,947.7504456327986,44.73440285204992
147,967.4295900178253,37.88948306595366
148,982.488413547237,34.63814616755794
149,1008.156862745098,36.0071301247772
150,1008.156862745098,127.04456327985739
151,784.7802393684746,55.33368592192124
152,766.3666529548882,50.21880080703618
153,718.4979998688439,714.6451570594794
154,824.6652239491115,748.8926486982753
155,836.65184602269,294.8993376614859
156,915.4210767919209,194.72542461800765
